[0.000001] 19(name=0, level=0) initalization
[0.007059] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007060] 2(name=5 level=1) waiting connect q=71 L=1
[0.007062] 4(name=5 level=1) resolving waiting test with q=97 level=1 name=5
[0.007063] 88(name=0 level=0) waiting test with q=64 level=1 name=5
[0.007064] 16(name=0 level=0) waiting connect q=86 L=0
[0.007065] 2(name=5 level=1) received test from 16 with level=1 name=5
[0.007066] 4(name=5 level=1) sending reject to q=97 with ds=-1
[0.007067] 0(name=5 level=1) received test from 73 with level=1 name=14
[0.007070] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007071] 0(name=5 level=1) sending accept to q=73 with ds=1
[0.007072] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007074] 25(name=0 level=0) waiting connect q=44 L=0
[0.007075] 28(name=71 level=1) resolving waiting report with q=46 bestWt=131
[0.007077] 2(name=5 level=1) waiting connect q=71 L=1
[0.007080] 28(name=71 level=1) waiting with q=46 w=131
[0.007083] 26(name=0 level=0) resolving waiting connect with q=66 level=0
[0.007083] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007084] 0(name=5 level=1) received connect from 15 with level=0
[0.007087] 26(name=0 level=0) waiting connect q=66 L=0
[0.007089] 2(name=5 level=1) waiting connect q=71 L=1
[0.007090] 0(name=5 level=1) sending initiate to 15 with level=1, name=5, state=1
[0.007095] 2(name=5 level=1) received report from 54 with weight=609
[0.007096] 68(name=13 level=1) resolving waiting report with q=55 bestWt=109
[0.007097] 52(name=0 level=0) resolving waiting test with q=33 level=1 name=6
[0.007101] 68(name=13 level=1) waiting with q=55 w=109
[0.007101] 0(name=5 level=1) received connect from 7 with level=0
[0.007101] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007103] 52(name=0 level=0) waiting test with q=33 level=1 name=6
[0.007106] 2(name=5 level=1) waiting connect q=71 L=1
[0.007108] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.007109] 0(name=5 level=1) sending initiate to 7 with level=1, name=5, state=1
[0.007112] 15(name=5 level=1) received accrej from 70 with ds=1
[0.007113] 45(name=9 level=1) waiting with q=62 w=96
[0.007115] 8(name=5 level=1) received accrej from 4 with ds=-1
[0.007118] 15(name=5 level=1) sending report to 0 with bestWt=115
[0.007119] 3(name=5 level=1) received test from 38 with level=1 name=5
[0.007122] 0(name=5 level=1) received connect from 63 with level=0
[0.007123] 88(name=0 level=0) resolving waiting test with q=64 level=1 name=5
[0.007126] 0(name=5 level=1) sending initiate to 63 with level=1, name=5, state=1
[0.007130] 26(name=0 level=0) resolving waiting connect with q=66 level=0
[0.007134] 26(name=0 level=0) waiting connect q=66 L=0
[0.007138] 0(name=5 level=1) received connect from 87 with level=0
[0.007146] 0(name=5 level=1) sending initiate to 87 with level=1, name=5, state=1
[0.007148] 44(name=0 level=0) resolving waiting test with q=67 level=1 name=5
[0.007151] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007151] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007155] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007156] 25(name=0 level=0) waiting connect q=44 L=0
[0.007156] 44(name=0 level=0) waiting test with q=67 level=1 name=5
[0.007158] 0(name=5 level=1) received test from 76 with level=1 name=35
[0.007162] 48(name=6 level=1) received accrej from 0 with ds=1
[0.007163] 88(name=0 level=0) waiting test with q=64 level=1 name=5
[0.007164] 0(name=5 level=1) sending accept to q=76 with ds=1
[0.007164] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007166] 8(name=5 level=1) sending test to 5 with level=1 name=5
[0.007167] 44(name=0 level=0) resolving waiting test with q=67 level=1 name=5
[0.007167] 7(name=5 level=1) received accrej from 3 with ds=-1
[0.007170] 5(name=5 level=1) waiting connect q=28 L=1
[0.007172] 44(name=0 level=0) waiting test with q=67 level=1 name=5
[0.007172] 7(name=5 level=1) sending test to 4 with level=1 name=5
[0.007173] 0(name=5 level=1) received test from 95 with level=1 name=54
[0.007174] 28(name=71 level=1) resolving waiting report with q=46 bestWt=131
[0.007175] 10(name=72 level=1) received accrej from 4 with ds=1
[0.007177] 0(name=5 level=1) sending accept to q=95 with ds=1
[0.007177] 44(name=0 level=0) received initate from 25 with level=1 name=5 state=1
[0.007178] 28(name=71 level=1) waiting with q=46 w=131
[0.007182] 26(name=0 level=0) resolving waiting connect with q=66 level=0
[0.007182] 44(name=5 level=1) sending test to 67 with level=1 name=5
[0.007182] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007183] 10(name=72 level=1) sending report to 71 with bestWt=282
[0.007184] 5(name=5 level=1) waiting connect q=28 L=1
[0.007185] 0(name=5 level=1) received test from 68 with level=1 name=13
[0.007188] 26(name=0 level=0) waiting connect q=66 L=0
[0.007188] 0(name=5 level=1) sending accept to q=68 with ds=1
[0.007190] 44(name=5 level=1) resolving waiting test with q=67 level=1 name=5
[0.007191] 5(name=5 level=1) received test from 47 with level=1 name=5
[0.007193] 3(name=5 level=1) sending reject to q=38 with ds=-1
[0.007195] 44(name=5 level=1) sending report to 25 with bestWt=100000
[0.007196] 5(name=5 level=1) sending reject to q=47 with ds=-1
[0.007198] 26(name=0 level=0) resolving waiting connect with q=66 level=0
[0.007199] 0(name=5 level=1) received test from 83 with level=1 name=35
[0.007200] 90(name=14 level=1) received accrej from 0 with ds=1
[0.007202] 0(name=5 level=1) sending accept to q=83 with ds=1
[0.007202] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007202] 41(name=5 level=1) received accrej from 4 with ds=-1
[0.007203] 26(name=0 level=0) waiting connect q=66 L=0
[0.007207] 90(name=14 level=1) sending report to 73 with bestWt=85
[0.007207] 5(name=5 level=1) waiting connect q=28 L=1
[0.007207] 41(name=5 level=1) sending test to 9 with level=1 name=5
[0.007208] 26(name=0 level=0) received initate from 0 with level=1 name=5 state=1
[0.007210] 52(name=0 level=0) resolving waiting connect with q=60 level=0
[0.007213] 26(name=5 level=1) sending test to 66 with level=1 name=5
[0.007214] 52(name=0 level=0) waiting connect q=60 L=0
[0.007214] 0(name=5 level=1) received test from 77 with level=1 name=35
[0.007218] 0(name=5 level=1) sending accept to q=77 with ds=1
[0.007219] 26(name=5 level=1) resolving waiting connect with q=66 level=0
[0.007220] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007223] 26(name=5 level=1) sending initiate to 66 with level=1, name=5, state=1
[0.007223] 0(name=5 level=1) received report from 56 with weight=168
[0.007224] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.007224] 5(name=5 level=1) waiting connect q=28 L=1
[0.007227] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007229] 37(name=0 level=0) received connect from 78 with level=0
[0.007230] 45(name=9 level=1) waiting with q=62 w=96
[0.007231] 0(name=5 level=1) received report from 58 with weight=100000
[0.007231] 5(name=5 level=1) received test from 96 with level=1 name=5
[0.007234] 25(name=0 level=0) waiting connect q=44 L=0
[0.007235] 37(name=0 level=0) sending initiate to 78 with level=1, name=77, state=1
[0.007235] 5(name=5 level=1) sending reject to q=96 with ds=-1
[0.007238] 74(name=5 level=1) received test from 96 with level=1 name=5
[0.007241] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007243] 37(name=0 level=0) received initate from 78 with level=1 name=77 state=1
[0.007244] 0(name=5 level=1) received connect from 29 with level=0
[0.007244] 9(name=5 level=1) received test from 41 with level=1 name=5
[0.007245] 74(name=5 level=1) sending reject to q=96 with ds=-1
[0.007246] 5(name=5 level=1) waiting connect q=28 L=1
[0.007248] 36(name=5 level=1) received accrej from 4 with ds=-1
[0.007248] 0(name=5 level=1) sending initiate to 29 with level=1, name=5, state=1
[0.007249] 28(name=71 level=1) resolving waiting report with q=46 bestWt=131
[0.007249] 9(name=5 level=1) sending reject to q=41 with ds=-1
[0.007252] 64(name=5 level=1) received test from 88 with level=1 name=5
[0.007255] 36(name=5 level=1) sending test to 6 with level=1 name=5
[0.007255] 0(name=5 level=1) received report from 88 with weight=100000
[0.007255] 28(name=71 level=1) waiting with q=46 w=131
[0.007257] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007258] 37(name=77 level=1) sending test to 1 with level=1 name=77
[0.007260] 0(name=5 level=1) received connect from 68 with level=1
[0.007261] 5(name=5 level=1) waiting connect q=28 L=1
[0.007264] 68(name=13 level=1) resolving waiting report with q=55 bestWt=109
[0.007265] 0(name=5 level=1) waiting connect q=68 L=1
[0.007267] 5(name=5 level=1) received test from 79 with level=1 name=5
[0.007268] 68(name=13 level=1) waiting with q=55 w=109
[0.007271] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007273] 5(name=5 level=1) sending reject to q=79 with ds=-1
[0.007275] 0(name=5 level=1) waiting connect q=68 L=1
[0.007278] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007280] 52(name=0 level=0) resolving waiting test with q=33 level=1 name=6
[0.007280] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007283] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007283] 5(name=5 level=1) waiting connect q=28 L=1
[0.007285] 52(name=0 level=0) waiting test with q=33 level=1 name=6
[0.007285] 0(name=5 level=1) waiting connect q=68 L=1
[0.007286] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007288] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007290] 5(name=5 level=1) waiting connect q=28 L=1
[0.007292] 0(name=5 level=1) received report from 51 with weight=242
[0.007296] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007301] 0(name=5 level=1) waiting connect q=68 L=1
[0.007305] 76(name=35 level=1) received accrej from 0 with ds=1
[0.007308] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007312] 0(name=5 level=1) waiting connect q=68 L=1
[0.007314] 28(name=71 level=1) resolving waiting report with q=46 bestWt=131
[0.007316] 88(name=0 level=0) resolving waiting test with q=64 level=1 name=5
[0.007316] 0(name=5 level=1) received report from 9 with weight=212
[0.007320] 88(name=0 level=0) waiting test with q=64 level=1 name=5
[0.007320] 28(name=71 level=1) waiting with q=46 w=131
[0.007321] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007324] 53(name=5 level=1) received accrej from 4 with ds=-1
[0.007327] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007327] 0(name=5 level=1) waiting connect q=68 L=1
[0.007333] 25(name=0 level=0) waiting connect q=44 L=0
[0.007334] 53(name=5 level=1) sending test to 7 with level=1 name=5
[0.007338] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007338] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007340] 7(name=5 level=1) sending test to 9 with level=1 name=5
[0.007342] 0(name=5 level=1) waiting connect q=68 L=1
[0.007342] 2(name=5 level=1) waiting connect q=71 L=1
[0.007345] 0(name=5 level=1) received test from 52 with level=1 name=5
[0.007348] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007348] 0(name=5 level=1) sending reject to q=52 with ds=-1
[0.007348] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007349] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.007349] 8(name=5 level=1) received accrej from 5 with ds=-1
[0.007354] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007354] 2(name=5 level=1) waiting connect q=71 L=1
[0.007355] 8(name=5 level=1) sending test to 15 with level=1 name=5
[0.007356] 45(name=9 level=1) waiting with q=62 w=96
[0.007359] 68(name=13 level=1) resolving waiting report with q=55 bestWt=109
[0.007359] 0(name=5 level=1) waiting connect q=68 L=1
[0.007365] 68(name=13 level=1) waiting with q=55 w=109
[0.007366] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007370] 0(name=5 level=1) waiting connect q=68 L=1
[0.007374] 0(name=5 level=1) received connect from 69 with level=1
[0.007379] 0(name=5 level=1) waiting connect q=69 L=1
[0.007381] 41(name=5 level=1) received accrej from 9 with ds=-1
[0.007385] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007388] 41(name=5 level=1) sending test to 10 with level=1 name=5
[0.007390] 0(name=5 level=1) waiting connect q=68 L=1
[0.007394] 0(name=5 level=1) resolving waiting connect with q=69 level=1
[0.007398] 0(name=5 level=1) waiting connect q=69 L=1
[0.007398] 96(name=5 level=1) received accrej from 5 with ds=-1
[0.007402] 96(name=5 level=1) sending test to 7 with level=1 name=5
[0.007405] 0(name=5 level=1) received connect from 95 with level=1
[0.007406] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007411] 0(name=5 level=1) waiting connect q=95 L=1
[0.007414] 92(name=24 level=1) received accrej from 5 with ds=1
[0.007417] 0(name=5 level=1) resolving waiting connect with q=68 level=1
[0.007419] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007421] 28(name=71 level=1) resolving waiting report with q=46 bestWt=131
[0.007421] 0(name=5 level=1) waiting connect q=68 L=1
[0.007424] 2(name=5 level=1) waiting connect q=71 L=1
[0.007426] 28(name=71 level=1) waiting with q=46 w=131
[0.007426] 0(name=5 level=1) resolving waiting connect with q=69 level=1
[0.007429] 88(name=0 level=0) received initate from 0 with level=1 name=5 state=1
[0.007429] 0(name=5 level=1) waiting connect q=69 L=1
[0.007436] 28(name=71 level=1) resolving waiting report with q=46 bestWt=131
[0.007436] 0(name=5 level=1) received report from 63 with weight=270
[0.007436] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007440] 2(name=5 level=1) waiting connect q=71 L=1
[0.007441] 28(name=71 level=1) waiting with q=46 w=131
[0.007442] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007442] 0(name=5 level=1) resolving waiting connect with q=95 level=1
[0.007446] 25(name=0 level=0) waiting connect q=44 L=0
[0.007447] 28(name=71 level=1) received accrej from 5 with ds=1
[0.007447] 0(name=5 level=1) waiting connect q=95 L=1
[0.007447] 2(name=5 level=1) received test from 75 with level=1 name=5
[0.007451] 28(name=71 level=1) sending report to 46 with bestWt=123
[0.007452] 2(name=5 level=1) sending reject to q=75 with ds=-1
[0.007454] 26(name=5 level=1) received accrej from 66 with ds=-1
[0.007458] 28(name=71 level=1) resolving waiting report with q=46 bestWt=131
[0.007458] 2(name=5 level=1) resolving waiting connect with q=71 level=1
[0.007459] 26(name=5 level=1) sending test to 1 with level=1 name=5
[0.007460] 88(name=5 level=1) sending test to 64 with level=1 name=5
[0.007463] 2(name=5 level=1) waiting connect q=71 L=1
[0.007464] 28(name=71 level=1) sending connect to 5 with level=1
[0.007468] 52(name=0 level=0) resolving waiting connect with q=60 level=0
[0.007473] 52(name=0 level=0) waiting connect q=60 L=0
[0.007477] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007479] 90(name=14 level=1) received report from 73 with weight=50
[0.007482] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007485] 52(name=0 level=0) resolving waiting test with q=33 level=1 name=6
[0.007487] 88(name=5 level=1) resolving waiting test with q=64 level=1 name=5
[0.007490] 52(name=0 level=0) waiting test with q=33 level=1 name=6
[0.007491] 68(name=13 level=1) resolving waiting report with q=55 bestWt=109
[0.007493] 88(name=5 level=1) sending report to 0 with bestWt=100000
[0.007493] 48(name=6 level=1) received report from 57 with weight=42
[0.007493] 7(name=5 level=1) received accrej from 9 with ds=-1
[0.007495] 52(name=0 level=0) received test from 7 with level=1 name=5
[0.007497] 68(name=13 level=1) waiting with q=55 w=109
[0.007497] 7(name=5 level=1) sending test to 15 with level=1 name=5
[0.007500] 48(name=6 level=1) waiting with q=57 w=42
[0.007501] 52(name=0 level=0) waiting test with q=7 level=1 name=5
[0.007505] 68(name=13 level=1) resolving waiting report with q=55 bestWt=109
[0.007506] 52(name=0 level=0) resolving waiting connect with q=60 level=0
[0.007508] 48(name=6 level=1) resolving waiting report with q=57 bestWt=42
[0.007509] 68(name=13 level=1) waiting with q=55 w=109
[0.007512] 48(name=6 level=1) waiting with q=57 w=42
[0.007513] 68(name=13 level=1) received accrej from 0 with ds=1
[0.007513] 52(name=0 level=0) waiting connect q=60 L=0
[0.007514] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.007518] 52(name=0 level=0) resolving waiting test with q=33 level=1 name=6
[0.007519] 45(name=9 level=1) waiting with q=62 w=96
[0.007519] 68(name=13 level=1) sending report to 55 with bestWt=67
[0.007520] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007520] 64(name=5 level=1) received report from 36 with weight=390
[0.007523] 52(name=0 level=0) waiting test with q=33 level=1 name=6
[0.007524] 68(name=13 level=1) resolving waiting report with q=55 bestWt=109
[0.007524] 15(name=5 level=1) received test from 7 with level=1 name=5
[0.007525] 25(name=0 level=0) waiting connect q=44 L=0
[0.007526] 64(name=5 level=1) sending report to 1 with bestWt=390
[0.007530] 68(name=13 level=1) sending connect to 0 with level=1
[0.007530] 52(name=0 level=0) received initate from 7 with level=1 name=5 state=1
[0.007530] 15(name=5 level=1) sending reject to q=7 with ds=-1
[0.007535] 52(name=5 level=1) sending test to 0 with level=1 name=5
[0.007546] 52(name=5 level=1) resolving waiting test with q=7 level=1 name=5
[0.007549] 52(name=5 level=1) sending reject to q=7 with ds=-1
[0.007573] 72(name=54 level=1) received report from 95 with weight=87
[0.007583] 41(name=5 level=1) received accrej from 10 with ds=1
[0.007587] 41(name=5 level=1) sending report to 1 with bestWt=590
[0.007603] 46(name=71 level=1) received report from 28 with weight=123
[0.007605] 7(name=5 level=1) received accrej from 15 with ds=-1
[0.007606] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007607] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007611] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007612] 25(name=0 level=0) waiting connect q=44 L=0
[0.007612] 7(name=5 level=1) sending test to 18 with level=1 name=5
[0.007623] 96(name=5 level=1) received accrej from 7 with ds=-1
[0.007628] 96(name=5 level=1) sending test to 8 with level=1 name=5
[0.007652] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.007652] 84(name=6 level=1) received report from 33 with weight=200
[0.007656] 29(name=5 level=1) received test from 7 with level=1 name=5
[0.007658] 38(name=0 level=0) received initate from 0 with level=1 name=5 state=1
[0.007659] 45(name=9 level=1) waiting with q=62 w=96
[0.007662] 70(name=24 level=1) received report from 98 with weight=78
[0.007664] 48(name=6 level=1) resolving waiting report with q=57 bestWt=42
[0.007665] 29(name=5 level=1) sending reject to q=7 with ds=-1
[0.007667] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007667] 38(name=5 level=1) sending test to 25 with level=1 name=5
[0.007669] 48(name=6 level=1) waiting with q=57 w=42
[0.007670] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007674] 8(name=5 level=1) received accrej from 15 with ds=-1
[0.007676] 92(name=24 level=1) received report from 34 with weight=179
[0.007679] 8(name=5 level=1) sending test to 16 with level=1 name=5
[0.007680] 42(name=10 level=1) received test from 29 with level=1 name=5
[0.007682] 38(name=5 level=1) received test from 31 with level=1 name=5
[0.007683] 92(name=24 level=1) sending report to 70 with bestWt=143
[0.007685] 38(name=5 level=1) sending reject to q=31 with ds=-1
[0.007686] 42(name=10 level=1) sending accept to q=29 with ds=1
[0.007690] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007695] 25(name=0 level=0) waiting connect q=44 L=0
[0.007703] 50(name=0 level=0) received initate from 5 with level=1 name=5 state=1
[0.007711] 50(name=5 level=1) sending test to 1 with level=1 name=5
[0.007722] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007726] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007758] 60(name=0 level=0) received test from 47 with level=1 name=5
[0.007762] 7(name=5 level=1) received accrej from 18 with ds=-1
[0.007766] 60(name=0 level=0) waiting test with q=47 level=1 name=5
[0.007766] 48(name=6 level=1) resolving waiting report with q=57 bestWt=42
[0.007768] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007768] 7(name=5 level=1) sending test to 19 with level=1 name=5
[0.007772] 48(name=6 level=1) waiting with q=57 w=42
[0.007774] 25(name=0 level=0) waiting connect q=44 L=0
[0.007774] 60(name=0 level=0) resolving waiting test with q=47 level=1 name=5
[0.007775] 4(name=5 level=1) received test from 2 with level=1 name=5
[0.007779] 60(name=0 level=0) waiting test with q=47 level=1 name=5
[0.007782] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.007782] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007782] 4(name=5 level=1) sending reject to q=2 with ds=-1
[0.007787] 45(name=9 level=1) waiting with q=62 w=96
[0.007787] 60(name=0 level=0) resolving waiting test with q=47 level=1 name=5
[0.007789] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007791] 62(name=9 level=1) received test from 21 with level=1 name=5
[0.007791] 60(name=0 level=0) waiting test with q=47 level=1 name=5
[0.007794] 4(name=5 level=1) received test from 35 with level=1 name=5
[0.007796] 6(name=52 level=1) received test from 36 with level=1 name=5
[0.007797] 4(name=5 level=1) sending reject to q=35 with ds=-1
[0.007798] 62(name=9 level=1) sending accept to q=21 with ds=1
[0.007798] 60(name=0 level=0) received initate from 52 with level=1 name=5 state=1
[0.007802] 6(name=52 level=1) sending accept to q=36 with ds=1
[0.007804] 60(name=5 level=1) sending test to 1 with level=1 name=5
[0.007805] 8(name=5 level=1) received accrej from 16 with ds=-1
[0.007809] 4(name=5 level=1) received test from 91 with level=1 name=5
[0.007810] 8(name=5 level=1) sending test to 17 with level=1 name=5
[0.007811] 96(name=5 level=1) received accrej from 8 with ds=-1
[0.007814] 36(name=5 level=1) received accrej from 6 with ds=1
[0.007814] 4(name=5 level=1) sending reject to q=91 with ds=-1
[0.007815] 6(name=52 level=1) received test from 97 with level=1 name=5
[0.007817] 60(name=5 level=1) resolving waiting test with q=47 level=1 name=5
[0.007817] 96(name=5 level=1) sending test to 9 with level=1 name=5
[0.007818] 54(name=0 level=0) received initate from 2 with level=1 name=5 state=1
[0.007819] 36(name=5 level=1) sending report to 64 with bestWt=390
[0.007821] 6(name=52 level=1) sending accept to q=97 with ds=1
[0.007822] 60(name=5 level=1) sending reject to q=47 with ds=-1
[0.007826] 54(name=5 level=1) sending test to 56 with level=1 name=5
[0.007846] 14(name=5 level=1) received accrej from 2 with ds=-1
[0.007852] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007854] 14(name=5 level=1) sending test to 3 with level=1 name=5
[0.007858] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007867] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007873] 25(name=0 level=0) waiting connect q=44 L=0
[0.007884] 12(name=5 level=1) received test from 86 with level=1 name=5
[0.007890] 12(name=5 level=1) sending report to 1 with bestWt=100000
[0.007894] 48(name=6 level=1) resolving waiting report with q=57 bestWt=42
[0.007897] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.007900] 48(name=6 level=1) waiting with q=57 w=42
[0.007901] 45(name=9 level=1) waiting with q=62 w=96
[0.007920] 9(name=5 level=1) received test from 96 with level=1 name=5
[0.007921] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.007921] 7(name=5 level=1) received accrej from 19 with ds=-1
[0.007923] 8(name=5 level=1) received accrej from 17 with ds=-1
[0.007926] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.007928] 8(name=5 level=1) sending test to 20 with level=1 name=5
[0.007928] 9(name=5 level=1) sending reject to q=96 with ds=-1
[0.007928] 7(name=5 level=1) sending test to 12 with level=1 name=5
[0.007938] 92(name=24 level=1) received report from 70 with weight=78
[0.007940] 56(name=5 level=1) received test from 54 with level=1 name=5
[0.007944] 70(name=24 level=1) received accrej from 15 with ds=1
[0.007944] 8(name=5 level=1) received test from 54 with level=1 name=5
[0.007947] 56(name=5 level=1) sending reject to q=54 with ds=-1
[0.007950] 70(name=24 level=1) sending report to 92 with bestWt=78
[0.007950] 8(name=5 level=1) sending reject to q=54 with ds=-1
[0.007950] 82(name=10 level=1) resolving waiting report with q=40 bestWt=53
[0.007956] 82(name=10 level=1) waiting with q=40 w=53
[0.007957] 70(name=24 level=1) received report from 92 with weight=143
[0.007961] 70(name=24 level=1) sending changeroot to 98
[0.007966] 62(name=9 level=1) received report from 45 with weight=186
[0.007967] 82(name=10 level=1) resolving waiting report with q=40 bestWt=53
[0.007970] 82(name=10 level=1) waiting with q=40 w=53
[0.007970] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007974] 62(name=9 level=1) sending connect to 1 with level=1
[0.007976] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.007976] 5(name=5 level=1) waiting connect q=28 L=1
[0.007977] 82(name=10 level=1) received accrej from 0 with ds=1
[0.007981] 25(name=0 level=0) waiting connect q=44 L=0
[0.007983] 82(name=10 level=1) sending report to 40 with bestWt=58
[0.007983] 5(name=5 level=1) resolving waiting connect with q=28 level=1
[0.007987] 5(name=5 level=1) waiting connect q=28 L=1
[0.007989] 82(name=10 level=1) resolving waiting report with q=40 bestWt=53
[0.007996] 45(name=9 level=1) resolving waiting report with q=62 bestWt=96
[0.008000] 45(name=9 level=1) waiting with q=62 w=96
[0.008005] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.008010] 52(name=5 level=1) resolving waiting connect with q=60 level=0
[0.008010] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.008018] 52(name=5 level=1) sending initiate to 60 with level=1, name=5, state=1
[0.008020] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.008020] 12(name=5 level=1) received test from 53 with level=1 name=5
[0.008023] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.008023] 12(name=5 level=1) sending reject to q=53 with ds=-1
[0.008025] 96(name=5 level=1) received accrej from 9 with ds=-1
[0.008028] 86(name=0 level=0) received test from 16 with level=1 name=5
[0.008030] 52(name=5 level=1) resolving waiting test with q=33 level=1 name=6
[0.008030] 96(name=5 level=1) sending test to 12 with level=1 name=5
[0.008032] 86(name=0 level=0) waiting test with q=16 level=1 name=5
[0.008035] 52(name=5 level=1) sending accept to q=33 with ds=1
[0.008038] 86(name=0 level=0) resolving waiting test with q=12 level=1 name=5
[0.008040] 86(name=0 level=0) waiting test with q=12 level=1 name=5
[0.008043] 52(name=5 level=1) received accrej from 0 with ds=-1
[0.008044] 14(name=5 level=1) received accrej from 3 with ds=-1
[0.008047] 86(name=0 level=0) resolving waiting test with q=16 level=1 name=5
[0.008048] 52(name=5 level=1) sending test to 2 with level=1 name=5
[0.008048] 16(name=0 level=0) resolving waiting connect with q=86 level=0
[0.008050] 14(name=5 level=1) sending test to 7 with level=1 name=5
[0.008053] 86(name=0 level=0) waiting test with q=16 level=1 name=5
[0.008053] 16(name=0 level=0) waiting connect q=86 L=0
[0.008058] 86(name=0 level=0) received initate from 16 with level=1 name=5 state=1
[0.008059] 25(name=0 level=0) resolving waiting connect with q=44 level=0
[0.008061] 16(name=0 level=0) resolving waiting connect with q=86 level=0
[0.008063] 25(name=0 level=0) waiting connect q=44 L=0
[0.008064] 86(name=5 level=1) sending test to 12 with level=1 name=5
[0.008065] 16(name=0 level=0) waiting connect q=86 L=0
[0.008069] 86(name=5 level=1) resolving waiting test with q=12 level=1 name=5
[0.008070] 48(name=6 level=1) resolving waiting report with q=57 bestWt=42
[0.008073] 86(name=5 level=1) sending report to 16 with bestWt=100000
[0.008073] 16(name=0 level=0) received initate from 0 with level=1 name=5 state=1
[0.008075] 48(name=6 level=1) waiting with q=57 w=42
[0.008078] 49(name=0 level=0) received test from 78 with level=1 name=77
[0.008078] 16(name=5 level=1) sending test to 86 with level=1 name=5
